0.235731,0.165223,1.95603,-2,-1.60724,-0.235731,-0.165223,-1.25603,-0,0,0.7,1477299869
-1.33527,0.0396523,1.96259,1.81241,2,-0.323008,-0.0396523,-1.26259,-1.65828,0,0.7,1477299869
-1.33527,0.0396523,1.96259,1.81241,2,-0.323008,-0.0396523,-1.26259,-1.65828,0,0.7,1477299869
-1.99566,-0.0701592,1.94043,2,0.792812,0.337384,0.0701592,-1.24043,-1.65828,0,0.7,1477299869
-2.00393,-0.0739688,1.94892,2,0.766381,0.345655,0.0739688,-1.24892,-1.65828,0,0.7,1477299869
-1.47342,0.0180978,1.98981,2,1.90936,-0.184862,-0.0180978,-1.28981,-1.65828,0,0.7,1477299870
-1.37719,0.0329391,1.97157,1.89696,2,-0.281088,-0.0329391,-1.27157,-1.65828,0,0.7,1477299870
-1.37799,0.0292808,1.97057,1.91146,2,-0.280287,-0.0292808,-1.27057,-1.65828,0,0.7,1477299870
-1.83625,-0.0380875,1.98036,2,1.22415,0.177976,0.0380875,-1.28036,-1.65828,0,0.7,1477299870
-1.94246,-0.0547227,1.95818,2,0.974291,0.284183,0.0547227,-1.25818,-1.65828,0,0.7,1477299870
-1.42702,0.0222399,1.96576,2,1.99177,-0.231253,-0.0222399,-1.26576,-1.65828,0,0.7,1477299870
-1.86668,-0.0433795,1.96878,2,1.1519,0.208404,0.0433795,-1.26878,-1.65828,0,0.7,1477299870
-1.46043,0.0153125,1.97612,2,1.91787,-0.197848,-0.0153125,-1.27612,-1.65828,0,0.7,1477299870
-1.81069,-0.0289575,1.97512,2,1.28855,0.152412,0.0289575,-1.27512,-1.65828,0,0.7,1477299870
-1.86006,-0.0317113,1.95332,2,1.19133,0.20178,0.0317113,-1.25332,-1.65828,0,0.7,1477299870
-1.82938,-0.0273448,1.95682,2,1.25541,0.1711,0.0273448,-1.25682,-1.65828,0,0.7,1477299870
-1.85773,-0.0283243,1.94478,2,1.20123,0.199456,0.0283243,-1.24478,-1.65828,0,0.7,1477299870
-1.40122,0.0150365,1.9533,1.99666,2,-0.257059,-0.0150365,-1.2533,-1.65828,0,0.7,1477299870
-1.76318,-0.0151391,1.96034,2,1.39395,0.104902,0.0151391,-1.26034,-1.65828,0,0.7,1477299870
-1.75389,-0.012451,1.95587,2,1.41377,0.0956158,0.012451,-1.25587,-1.65828,0,0.7,1477299870
-1.41175,0.0096004,1.94597,2,1.96741,-0.246526,-0.0096004,-1.24597,-1.65828,0,0.7,1477299870
-1.80441,-0.0128173,1.93782,2,1.33043,0.146137,0.0128173,-1.23782,-1.65828,0,0.7,1477299870
-1.79622,-0.00967543,1.93741,2,1.35272,0.137944,0.00967543,-1.23741,-1.65828,0,0.7,1477299870
-1.79228,-0.00818224,1.93724,2,1.36336,0.134006,0.00818224,-1.23724,-1.65828,0,0.7,1477299870
-1.78896,-0.00707797,1.93668,2,1.37164,0.130681,0.00707797,-1.23668,-1.65828,0,0.7,1477299870
-1.87181,-0.00729739,1.92615,2,1.24122,0.21353,0.00729739,-1.22615,-1.65828,0,0.7,1477299870
-1.77334,-0.00141847,1.93905,2,1.41405,0.115065,0.00141847,-1.23905,-1.65828,0,0.7,1477299871
-1.79923,-0.000537914,1.93085,2,1.37579,0.140956,0.000537914,-1.23085,-1.65828,0,0.7,1477299871
-1.78898,0.00340227,1.93082,2,1.40408,0.130703,-0.00340227,-1.23082,-1.65828,0,0.7,1477299871
-1.83916,0.00519239,1.91388,2,1.32905,0.180886,-0.00519239,-1.21388,-1.65828,0,0.7,1477299871
-1.76964,0.00589177,1.92026,2,1.4366,0.111367,-0.00589177,-1.22026,-1.65828,0,0.7,1477299871
-1.73368,0.00652711,1.92424,2,1.49222,0.0754058,-0.00652711,-1.22424,-1.65828,0,0.7,1477299871
-1.73145,0.00740021,1.92438,2,1.49844,0.0731728,-0.00740021,-1.22438,-1.65828,0,0.7,1477299871
-1.76785,0.0116743,1.91266,2,1.45644,0.109575,-0.0116743,-1.21266,-1.65828,0,0.7,1477299871
-1.75408,0.0130918,1.9212,2,1.48424,0.0958012,-0.0130918,-1.2212,-1.65828,0,0.7,1477299871
-1.72156,0.0119192,1.92555,2,1.52835,0.0632865,-0.0119192,-1.22555,-1.65828,0,0.7,1477299871
-1.75978,0.0165276,1.91252,2,1.48518,0.101501,-0.0165276,-1.21252,-1.65828,0,0.7,1477299871
-1.75791,0.0180331,1.91277,2,1.49329,0.0996291,-0.0180331,-1.21277,-1.65828,0,0.7,1477299871
-1.8174,0.0248158,1.89762,2,1.42622,0.159126,-0.0248158,-1.19762,-1.65828,0,0.7,1477299871
-1.69331,0.0136259,1.91221,2,1.57099,0.0350274,-0.0136259,-1.21221,-1.65828,0,0.7,1477299871
-1.66819,0.011888,1.93103,2,1.60594,0.00991396,-0.011888,-1.23103,-1.65828,0,0.7,1477299871
-1.72721,0.0202958,1.9121,2,1.54551,0.0689298,-0.0202958,-1.2121,-1.65828,0,0.7,1477299871
-1.81001,0.0318079,1.89874,2,1.46349,0.15173,-0.0318079,-1.19874,-1.65828,0,0.7,1477299871
-1.69062,0.0165377,1.91294,2,1.58525,0.0323417,-0.0165377,-1.21294,-1.65828,0,0.7,1477299871
-1.76071,0.0277971,1.89818,2,1.52033,0.102431,-0.0277971,-1.19818,-1.65828,0,0.7,1477299871
-1.77539,0.0312496,1.88714,2,1.50888,0.117112,-0.0312496,-1.18714,-1.65828,0,0.7,1477299871
-1.77469,0.0323378,1.88751,2,1.51412,0.116416,-0.0323378,-1.18751,-1.65828,0,0.7,1477299871
-1.73748,0.0284284,1.90524,2,1.55821,0.0792005,-0.0284284,-1.20524,-1.65828,0,0.7,1477299872
-1.73385,0.0297496,1.89886,2,1.56687,0.0755688,-0.0297496,-1.19886,-1.65828,0,0.7,1477299872
-1.75772,0.0350732,1.90074,2,1.55236,0.0994394,-0.0350732,-1.20074,-1.65828,0,0.7,1477299872
-1.8203,0.0487279,1.87446,2,1.50815,0.162018,-0.0487279,-1.17446,-1.65828,0,0.7,1477299872
-1.77138,0.0409141,1.89059,2,1.55245,0.113105,-0.0409141,-1.19059,-1.65828,0,0.7,1477299872
-1.77125,0.04206,1.89107,2,1.55716,0.112968,-0.04206,-1.19107,-1.65828,0,0.7,1477299872
-1.79798,0.048877,1.87649,2,1.54198,0.139706,-0.048877,-1.17649,-1.65828,0,0.7,1477299872
-1.78491,0.0471274,1.88097,2,1.55506,0.126627,-0.0471274,-1.18097,-1.65828,0,0.7,1477299872
-1.7849,0.0477486,1.88119,2,1.55756,0.126626,-0.0477486,-1.18119,-1.65828,0,0.7,1477299872
-1.72597,0.0362396,1.89259,2,1.60145,0.0676921,-0.0362396,-1.19259,-1.65828,0,0.7,1477299872
-1.76401,0.0466254,1.88214,2,1.58402,0.105733,-0.0466254,-1.18214,-1.65828,0,0.7,1477299872
-1.79045,0.0534673,1.86752,2,1.57025,0.132175,-0.0534673,-1.16752,-1.65828,0,0.7,1477299872
-1.79718,0.0575552,1.87991,2,1.57857,0.138904,-0.0575552,-1.17991,-1.65828,0,0.7,1477299872
-1.80164,0.0610127,1.86587,2,1.58461,0.143358,-0.0610127,-1.16587,-1.65828,0,0.7,1477299872
-1.831,0.0695413,1.85516,2,1.57613,0.172727,-0.0695413,-1.15516,-1.65828,0,0.7,1477299872
-1.75865,0.0516547,1.88188,2,1.61185,0.100376,-0.0516547,-1.18188,-1.65828,0,0.7,1477299872
-1.6987,0.0367192,1.90669,2,1.64547,0.0404222,-0.0367192,-1.20669,-1.65828,0,0.7,1477299872
-1.77462,0.0591624,1.87143,2,1.61758,0.116344,-0.0591624,-1.17143,-1.65828,0,0.7,1477299872
-1.78621,0.0633813,1.86189,2,1.61716,0.127928,-0.0633813,-1.16189,-1.65828,0,0.7,1477299872
-1.7545,0.0551161,1.87354,2,1.6311,0.0962191,-0.0551161,-1.17354,-1.65828,0,0.7,1477299872
-1.79738,0.0690733,1.85919,2,1.62447,0.139101,-0.0690733,-1.15919,-1.65828,0,0.7,1477299872
-1.82597,0.0784522,1.84848,2,1.62216,0.167691,-0.0784522,-1.14848,-1.65828,0,0.7,1477299873
-1.82618,0.0799625,1.84917,2,1.62849,0.167907,-0.0799625,-1.14917,-1.65828,0,0.7,1477299873
-1.79861,0.0733469,1.86138,2,1.64097,0.140337,-0.0733469,-1.16138,-1.65828,0,0.7,1477299873
-1.84617,0.0896288,1.83555,2,1.64238,0.187892,-0.0896288,-1.13555,-1.65828,0,0.7,1477299873
-1.82759,0.0865657,1.85207,2,1.65546,0.169312,-0.0865657,-1.15207,-1.65828,0,0.7,1477299873
-1.83057,0.0874026,1.83761,2,1.65567,0.172296,-0.0874026,-1.13761,-1.65828,0,0.7,1477299873
-1.79646,0.078119,1.85305,2,1.665,0.138185,-0.078119,-1.15305,-1.65828,0,0.7,1477299873
-1.81405,0.0849486,1.8527,2,1.6686,0.155773,-0.0849486,-1.1527,-1.65828,0,0.7,1477299873
-1.79757,0.0807535,1.85463,2,1.67484,0.139289,-0.0807535,-1.15463,-1.65828,0,0.7,1477299873
-1.83229,0.0941968,1.84084,2,1.68369,0.174012,-0.0941968,-1.14084,-1.65828,0,0.7,1477299873
-1.8025,0.0849197,1.84179,2,1.68677,0.14422,-0.0849197,-1.14179,-1.65828,0,0.7,1477299873
-1.82596,0.0942683,1.84528,2,1.69305,0.167686,-0.0942683,-1.14528,-1.65828,0,0.7,1477299873
-1.81836,0.0936352,1.84415,2,1.70186,0.160085,-0.0936352,-1.14415,-1.65828,0,0.7,1477299873
-1.84333,0.103601,1.83337,2,1.71144,0.185048,-0.103601,-1.13337,-1.65828,0,0.7,1477299873
-1.78671,0.0853723,1.86117,2,1.71109,0.128428,-0.0853723,-1.16117,-1.65828,0,0.7,1477299873
-1.83127,0.10215,1.83466,2,1.72287,0.172988,-0.10215,-1.13466,-1.65828,0,0.7,1477299873
-1.83092,0.102394,1.83518,2,1.72443,0.172643,-0.102394,-1.13518,-1.65828,0,0.7,1477299873
-1.80738,0.0949877,1.84726,2,1.72431,0.1491,-0.0949877,-1.14726,-1.65828,0,0.7,1477299873
-1.81752,0.0994634,1.83725,2,1.73099,0.159245,-0.0994634,-1.13725,-1.65828,0,0.7,1477299873
-1.80917,0.098368,1.84891,2,1.73667,0.150891,-0.098368,-1.14891,-1.65828,0,0.7,1477299873
-1.8501,0.114667,1.82319,2,1.75577,0.19182,-0.114667,-1.12319,-1.65828,0,0.7,1477299874
-1.8347,0.110795,1.83881,2,1.757,0.176418,-0.110795,-1.13881,-1.65828,0,0.7,1477299874
-1.85977,0.120624,1.81388,2,1.77245,0.201491,-0.120624,-1.11388,-1.65828,0,0.7,1477299874
-1.80813,0.101813,1.84081,2,1.75565,0.149852,-0.101813,-1.14081,-1.65828,0,0.7,1477299874
-1.82349,0.109134,1.84046,2,1.76607,0.165215,-0.109134,-1.14046,-1.65828,0,0.7,1477299874
-1.8739,0.129866,1.81521,2,1.79509,0.215619,-0.129866,-1.11521,-1.65828,0,0.7,1477299874
-1.87424,0.13083,1.81547,2,1.79916,0.21596,-0.13083,-1.11547,-1.65828,0,0.7,1477299874
-1.8747,0.132687,1.81643,2,1.8071,0.216422,-0.132687,-1.11643,-1.65828,0,0.7,1477299874
-1.85046,0.123482,1.8175,2,1.79966,0.192186,-0.123482,-1.1175,-1.65828,0,0.7,1477299874
-1.84905,0.123738,1.81959,2,1.80235,0.190776,-0.123738,-1.11959,-1.65828,0,0.7,1477299874
-1.85631,0.127381,1.81571,2,1.81021,0.198036,-0.127381,-1.11571,-1.65828,0,0.7,1477299874
-1.83817,0.120601,1.82022,2,1.80395,0.179894,-0.120601,-1.12022,-1.65828,0,0.7,1477299874
-1.86497,0.132414,1.80658,2,1.82523,0.206691,-0.132414,-1.10658,-1.65828,0,0.7,1477299874
-1.8392,0.122889,1.82137,2,1.81304,0.180921,-0.122889,-1.12137,-1.65828,0,0.7,1477299874
-1.85474,0.130358,1.80753,2,1.83079,0.196464,-0.130358,-1.10753,-1.65828,0,0.7,1477299874
-1.87425,0.139377,1.79808,2,1.84938,0.215974,-0.139377,-1.09808,-1.65828,0,0.7,1477299874
-1.8865,0.145023,1.79743,2,1.85864,0.228227,-0.145023,-1.09743,-1.65828,0,0.7,1477299874
-1.88685,0.146465,1.79828,2,1.86487,0.228575,-0.146465,-1.09828,-1.65828,0,0.7,1477299874
-1.86416,0.136986,1.79919,2,1.85291,0.205878,-0.136986,-1.09919,-1.65828,0,0.7,1477299874
-1.86441,0.138296,1.79995,2,1.85872,0.206137,-0.138296,-1.09995,-1.65828,0,0.7,1477299874
-1.87849,0.144445,1.78601,2,1.87489,0.220216,-0.144445,-1.08601,-1.65828,0,0.7,1477299874
-1.86449,0.138742,1.8004,2,1.86062,0.206214,-0.138742,-1.1004,-1.65828,0,0.7,1477299875
-1.86551,0.14079,1.80129,2,1.86884,0.207235,-0.14079,-1.10129,-1.65828,0,0.7,1477299875
-1.85384,0.136341,1.80284,2,1.8644,0.195565,-0.136341,-1.10284,-1.65828,0,0.7,1477299875
-1.84601,0.133788,1.81369,2,1.85893,0.187736,-0.133788,-1.11369,-1.65828,0,0.7,1477299875
-1.86765,0.142522,1.78911,2,1.88084,0.209371,-0.142522,-1.08911,-1.65828,0,0.7,1477299875
-1.85529,0.138836,1.80277,2,1.87468,0.197008,-0.138836,-1.10277,-1.65828,0,0.7,1477299875
-1.83475,0.130437,1.81606,2,1.85928,0.176476,-0.130437,-1.11606,-1.65828,0,0.7,1477299875
-1.86868,0.1454,1.79072,2,1.89302,0.210398,-0.1454,-1.09072,-1.65828,0,0.7,1477299875
-1.86889,0.146691,1.79139,2,1.89889,0.210611,-0.146691,-1.09139,-1.65828,0,0.7,1477299875
-1.84706,0.136927,1.79259,2,1.88372,0.188786,-0.136927,-1.09259,-1.65828,0,0.7,1477299875
-1.85842,0.143044,1.79318,2,1.89624,0.200142,-0.143044,-1.09318,-1.65828,0,0.7,1477299875
-1.86672,0.146161,1.78177,2,1.90554,0.208445,-0.146161,-1.08177,-1.65828,0,0.7,1477299875
-1.88177,0.153837,1.77971,2,1.92205,0.22349,-0.153837,-1.07971,-1.65828,0,0.7,1477299875
-1.8783,0.152679,1.78129,2,1.9207,0.220019,-0.152679,-1.08129,-1.65828,0,0.7,1477299875
-1.88106,0.154724,1.76933,2,1.93499,0.22278,-0.154724,-1.06933,-1.65828,0,0.7,1477299875
-1.88124,0.155206,1.76944,2,1.93717,0.222958,-0.155206,-1.06944,-1.65828,0,0.7,1477299875
-1.86886,0.150748,1.78397,2,1.92448,0.210587,-0.150748,-1.08397,-1.65828,0,0.7,1477299875
-1.87042,0.150988,1.77123,2,1.93165,0.212138,-0.150988,-1.07123,-1.65828,0,0.7,1477299875
-1.87079,0.151965,1.77179,2,1.93583,0.212511,-0.151965,-1.07179,-1.65828,0,0.7,1477299875
-1.88909,0.1598,1.76041,2,1.95509,0.230812,-0.1598,-1.06041,-1.65828,0,0.7,1477299875
-1.83911,0.138675,1.79754,2,1.90304,0.180835,-0.138675,-1.09754,-1.65828,0,0.7,1477299875
-1.88941,0.160791,1.76095,2,1.95944,0.231131,-0.160791,-1.06095,-1.65828,0,0.7,1477299876
-1.8908,0.161351,1.74896,2,1.96955,0.232524,-0.161351,-1.04896,-1.65828,0,0.7,1477299876
